"Sygdom";"Sæson";"Uge";"Regionskode";"Region";"Aldersgruppe";"Køn";"Antal borgere";"Antal testede personer";"Antal Bekræftede tilfælde";"Antal nye indlæggelser";"Antal døde";"Positivprocent";"Bekræftede tilfælde pr. 100.000 borgere";"Testede personer pr. 100.000 borgere";"Nye indlæggelser pr. 100.000 borgere";"timestamp_2025-06-24T11:25:02.299"
RSV;2015/2016;2015-U40;1083;Syddanmark;09. 65-74 år;Alle;123165;6;0;0;0;0,00;0,00;4,87;0,00;
RSV;2015/2016;2015-U40;1083;Syddanmark;09. 65-74 år;K;64458;4;0;0;0;0,00;0,00;6,21;0,00;
RSV;2015/2016;2015-U40;1083;Syddanmark;09. 65-74 år;M;58707;2;0;0;0;0,00;0,00;3,41;0,00;
RSV;2015/2016;2015-U40;1083;Syddanmark;10. 75-84 år;Alle;47688;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U40;1083;Syddanmark;10. 75-84 år;K;27734;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U40;1083;Syddanmark;10. 75-84 år;M;19954;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U40;1083;Syddanmark;11. 85+ år;Alle;6769;2;0;0;0;0,00;0,00;29,55;0,00;
RSV;2015/2016;2015-U40;1083;Syddanmark;11. 85+ år;K;4890;2;0;0;0;0,00;0,00;40,90;0,00;
RSV;2015/2016;2015-U40;1083;Syddanmark;11. 85+ år;M;1879;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U40;1083;Syddanmark;Alle;Alle;1149120;23;1;1;0;0,04;0,09;2,00;0,09;
RSV;2015/2016;2015-U40;1083;Syddanmark;Alle;K;576278;12;1;1;0;0,08;0,17;2,08;0,17;
RSV;2015/2016;2015-U40;1083;Syddanmark;Alle;M;572842;11;0;0;0;0,00;0,00;1,92;0,00;
RSV;2015/2016;2015-U41;9999;Alle;01. 0-5 måneder;Alle;31084;26;0;0;0;0,00;0,00;83,64;0,00;
RSV;2015/2016;2015-U41;9999;Alle;01. 0-5 måneder;K;15080;8;0;0;0;0,00;0,00;53,05;0,00;
RSV;2015/2016;2015-U41;9999;Alle;01. 0-5 måneder;M;16004;7;0;0;0;0,00;0,00;43,74;0,00;
RSV;2015/2016;2015-U41;9999;Alle;02. 6-11 måneder;Alle;28862;3;0;0;0;0,00;0,00;10,39;0,00;
RSV;2015/2016;2015-U41;9999;Alle;02. 6-11 måneder;K;14062;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;9999;Alle;02. 6-11 måneder;M;14800;1;0;0;0;0,00;0,00;6,76;0,00;
RSV;2015/2016;2015-U41;9999;Alle;03. 1 år;Alle;59240;5;0;0;0;0,00;0,00;8,44;0,00;
RSV;2015/2016;2015-U41;9999;Alle;03. 1 år;K;28830;3;0;0;0;0,00;0,00;10,41;0,00;
RSV;2015/2016;2015-U41;9999;Alle;03. 1 år;M;30410;2;0;0;0;0,00;0,00;6,58;0,00;
RSV;2015/2016;2015-U41;9999;Alle;04. 2 år;Alle;59949;6;0;0;0;0,00;0,00;10,01;0,00;
RSV;2015/2016;2015-U41;9999;Alle;04. 2 år;K;29204;4;0;0;0;0,00;0,00;13,70;0,00;
RSV;2015/2016;2015-U41;9999;Alle;04. 2 år;M;30745;2;0;0;0;0,00;0,00;6,51;0,00;
RSV;2015/2016;2015-U41;9999;Alle;05. 3-5 år;Alle;192705;5;0;0;0;0,00;0,00;2,59;0,00;
RSV;2015/2016;2015-U41;9999;Alle;05. 3-5 år;K;93963;1;0;0;0;0,00;0,00;1,06;0,00;
RSV;2015/2016;2015-U41;9999;Alle;05. 3-5 år;M;98742;3;0;0;0;0,00;0,00;3,04;0,00;
RSV;2015/2016;2015-U41;9999;Alle;06. 6-14 år;Alle;624493;10;0;0;0;0,00;0,00;1,60;0,00;
RSV;2015/2016;2015-U41;9999;Alle;06. 6-14 år;K;305169;4;0;0;0;0,00;0,00;1,31;0,00;
RSV;2015/2016;2015-U41;9999;Alle;06. 6-14 år;M;319324;5;0;0;0;0,00;0,00;1,57;0,00;
RSV;2015/2016;2015-U41;9999;Alle;07. 15-44 år;Alle;2246398;29;0;0;0;0,00;0,00;1,29;0,00;
RSV;2015/2016;2015-U41;9999;Alle;07. 15-44 år;K;1113243;11;0;0;0;0,00;0,00;0,99;0,00;
RSV;2015/2016;2015-U41;9999;Alle;07. 15-44 år;M;1133155;9;0;0;0;0,00;0,00;0,79;0,00;
RSV;2015/2016;2015-U41;9999;Alle;08. 45-64 år;Alle;1452411;30;0;0;0;0,00;0,00;2,07;0,00;
RSV;2015/2016;2015-U41;9999;Alle;08. 45-64 år;K;732720;16;0;0;0;0,00;0,00;2,18;0,00;
RSV;2015/2016;2015-U41;9999;Alle;08. 45-64 år;M;719691;13;0;0;0;0,00;0,00;1,81;0,00;
RSV;2015/2016;2015-U41;9999;Alle;09. 65-74 år;Alle;546258;23;0;0;0;0,00;0,00;4,21;0,00;
RSV;2015/2016;2015-U41;9999;Alle;09. 65-74 år;K;289682;10;0;0;0;0,00;0,00;3,45;0,00;
RSV;2015/2016;2015-U41;9999;Alle;09. 65-74 år;M;256576;12;0;0;0;0,00;0,00;4,68;0,00;
RSV;2015/2016;2015-U41;9999;Alle;10. 75-84 år;Alle;203021;10;0;0;0;0,00;0,00;4,93;0,00;
RSV;2015/2016;2015-U41;9999;Alle;10. 75-84 år;K;119395;3;0;0;0;0,00;0,00;2,51;0,00;
RSV;2015/2016;2015-U41;9999;Alle;10. 75-84 år;M;83626;6;0;0;0;0,00;0,00;7,17;0,00;
RSV;2015/2016;2015-U41;9999;Alle;11. 85+ år;Alle;29178;3;0;0;0;0,00;0,00;10,28;0,00;
RSV;2015/2016;2015-U41;9999;Alle;11. 85+ år;K;21179;3;0;0;0;0,00;0,00;14,16;0,00;
RSV;2015/2016;2015-U41;9999;Alle;11. 85+ år;M;7999;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;9999;Alle;Alle;Alle;5473599;150;0;0;0;0,00;0,00;2,74;0,00;
RSV;2015/2016;2015-U41;9999;Alle;Alle;K;2762527;63;0;0;0;0,00;0,00;2,28;0,00;
RSV;2015/2016;2015-U41;9999;Alle;Alle;M;2711072;60;0;0;0;0,00;0,00;2,21;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;01. 0-5 måneder;Alle;10053;10;0;0;0;0,00;0,00;99,47;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;01. 0-5 måneder;K;4837;6;0;0;0;0,00;0,00;124,04;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;01. 0-5 måneder;M;5216;4;0;0;0;0,00;0,00;76,69;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;02. 6-11 måneder;Alle;9199;1;0;0;0;0,00;0,00;10,87;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;02. 6-11 måneder;K;4472;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;02. 6-11 måneder;M;4727;1;0;0;0;0,00;0,00;21,16;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;03. 1 år;Alle;19104;3;0;0;0;0,00;0,00;15,70;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;03. 1 år;K;9316;2;0;0;0;0,00;0,00;21,47;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;03. 1 år;M;9788;1;0;0;0;0,00;0,00;10,22;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;04. 2 år;Alle;19053;3;0;0;0;0,00;0,00;15,75;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;04. 2 år;K;9251;2;0;0;0;0,00;0,00;21,62;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;04. 2 år;M;9802;1;0;0;0;0,00;0,00;10,20;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;05. 3-5 år;Alle;60613;4;0;0;0;0,00;0,00;6,60;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;05. 3-5 år;K;29623;1;0;0;0;0,00;0,00;3,38;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;05. 3-5 år;M;30990;3;0;0;0;0,00;0,00;9,68;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;06. 6-14 år;Alle;187844;4;0;0;0;0,00;0,00;2,13;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;06. 6-14 år;K;92347;2;0;0;0;0,00;0,00;2,17;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;06. 6-14 år;M;95497;2;0;0;0;0,00;0,00;2,09;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;07. 15-44 år;Alle;796787;14;0;0;0;0,00;0,00;1,76;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;07. 15-44 år;K;402202;8;0;0;0;0,00;0,00;1,99;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;07. 15-44 år;M;394585;6;0;0;0;0,00;0,00;1,52;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;08. 45-64 år;Alle;414879;16;0;0;0;0,00;0,00;3,86;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;08. 45-64 år;K;211223;12;0;0;0;0,00;0,00;5,68;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;08. 45-64 år;M;203656;4;0;0;0;0,00;0,00;1,96;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;09. 65-74 år;Alle;149465;9;0;0;0;0,00;0,00;6,02;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;09. 65-74 år;K;82105;2;0;0;0;0,00;0,00;2,44;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;09. 65-74 år;M;67360;7;0;0;0;0,00;0,00;10,39;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;10. 75-84 år;Alle;55699;6;0;0;0;0,00;0,00;10,77;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;10. 75-84 år;K;34127;2;0;0;0;0,00;0,00;5,86;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;10. 75-84 år;M;21572;4;0;0;0;0,00;0,00;18,54;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;11. 85+ år;Alle;8423;2;0;0;0;0,00;0,00;23,74;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;11. 85+ år;K;6336;2;0;0;0;0,00;0,00;31,57;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;11. 85+ år;M;2087;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;Alle;Alle;1731119;72;0;0;0;0,00;0,00;4,16;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;Alle;K;885839;39;0;0;0;0,00;0,00;4,40;0,00;
RSV;2015/2016;2015-U41;1084;Hovedstaden;Alle;M;845280;33;0;0;0;0,00;0,00;3,90;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;01. 0-5 måneder;Alle;7252;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;01. 0-5 måneder;K;3515;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;01. 0-5 måneder;M;3737;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;02. 6-11 måneder;Alle;6804;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;02. 6-11 måneder;K;3311;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;02. 6-11 måneder;M;3493;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;03. 1 år;Alle;13838;1;0;0;0;0,00;0,00;7,23;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;03. 1 år;K;6797;1;0;0;0;0,00;0,00;14,71;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;03. 1 år;M;7041;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;04. 2 år;Alle;13977;1;0;0;0;0,00;0,00;7,15;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;04. 2 år;K;6840;1;0;0;0;0,00;0,00;14,62;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;04. 2 år;M;7137;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;05. 3-5 år;Alle;45322;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;05. 3-5 år;K;22115;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;05. 3-5 år;M;23207;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;06. 6-14 år;Alle;149391;3;0;0;0;0,00;0,00;2,01;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;06. 6-14 år;K;73360;2;0;0;0;0,00;0,00;2,73;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;06. 6-14 år;M;76031;1;0;0;0;0,00;0,00;1,32;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;07. 15-44 år;Alle;515178;2;0;0;0;0,00;0,00;0,39;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;07. 15-44 år;K;253958;1;0;0;0;0,00;0,00;0,39;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;07. 15-44 år;M;261220;1;0;0;0;0,00;0,00;0,38;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;08. 45-64 år;Alle;326585;2;0;0;0;0,00;0,00;0,61;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;08. 45-64 år;K;164255;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;08. 45-64 år;M;162330;2;0;0;0;0,00;0,00;1,23;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;09. 65-74 år;Alle;120286;5;0;0;0;0,00;0,00;4,16;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;09. 65-74 år;K;62783;2;0;0;0;0,00;0,00;3,19;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;09. 65-74 år;M;57503;3;0;0;0;0,00;0,00;5,22;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;10. 75-84 år;Alle;44648;2;0;0;0;0,00;0,00;4,48;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;10. 75-84 år;K;25823;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;10. 75-84 år;M;18825;2;0;0;0;0,00;0,00;10,62;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;11. 85+ år;Alle;6494;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;11. 85+ år;K;4621;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;11. 85+ år;M;1873;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;Alle;Alle;1249775;16;0;0;0;0,00;0,00;1,28;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;Alle;K;627378;7;0;0;0;0,00;0,00;1,12;0,00;
RSV;2015/2016;2015-U41;1082;Midtjylland;Alle;M;622397;9;0;0;0;0,00;0,00;1,45;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;01. 0-5 måneder;Alle;2964;1;0;0;0;0,00;0,00;33,74;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;01. 0-5 måneder;K;1453;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;01. 0-5 måneder;M;1511;1;0;0;0;0,00;0,00;66,18;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;02. 6-11 måneder;Alle;2783;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;02. 6-11 måneder;K;1380;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;02. 6-11 måneder;M;1403;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;03. 1 år;Alle;5664;1;0;0;0;0,00;0,00;17,66;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;03. 1 år;K;2774;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;03. 1 år;M;2890;1;0;0;0;0,00;0,00;34,60;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;04. 2 år;Alle;5797;1;0;0;0;0,00;0,00;17,25;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;04. 2 år;K;2828;1;0;0;0;0,00;0,00;35,36;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;04. 2 år;M;2969;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;05. 3-5 år;Alle;18701;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;05. 3-5 år;K;9127;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;05. 3-5 år;M;9574;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;06. 6-14 år;Alle;62361;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;06. 6-14 år;K;30167;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;06. 6-14 år;M;32194;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;07. 15-44 år;Alle;214743;1;0;0;0;0,00;0,00;0,47;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;07. 15-44 år;K;103492;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;07. 15-44 år;M;111251;1;0;0;0;0,00;0,00;0,90;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;08. 45-64 år;Alle;153800;1;0;0;0;0,00;0,00;0,65;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;08. 45-64 år;K;77060;1;0;0;0;0,00;0,00;1,30;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;08. 45-64 år;M;76740;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;09. 65-74 år;Alle;60287;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;09. 65-74 år;K;31223;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;09. 65-74 år;M;29064;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;10. 75-84 år;Alle;22723;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;10. 75-84 år;K;13025;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;10. 75-84 år;M;9698;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;11. 85+ år;Alle;3275;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;11. 85+ år;K;2303;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;11. 85+ år;M;972;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;Alle;Alle;553098;5;0;0;0;0,00;0,00;0,90;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;Alle;K;274832;2;0;0;0;0,00;0,00;0,73;0,00;
RSV;2015/2016;2015-U41;1081;Nordjylland;Alle;M;278266;3;0;0;0;0,00;0,00;1,08;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;01. 0-5 måneder;Alle;4418;1;0;0;0;0,00;0,00;22,63;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;01. 0-5 måneder;K;2157;1;0;0;0;0,00;0,00;46,36;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;01. 0-5 måneder;M;2261;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;02. 6-11 måneder;Alle;4017;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;02. 6-11 måneder;K;1942;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;02. 6-11 måneder;M;2075;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;03. 1 år;Alle;8340;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;03. 1 år;K;3983;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;03. 1 år;M;4357;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;04. 2 år;Alle;8402;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;04. 2 år;K;4141;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;04. 2 år;M;4261;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;05. 3-5 år;Alle;27361;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;05. 3-5 år;K;13284;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;05. 3-5 år;M;14077;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;06. 6-14 år;Alle;90831;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;06. 6-14 år;K;43748;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;06. 6-14 år;M;47083;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;07. 15-44 år;Alle;283407;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;07. 15-44 år;K;139926;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;07. 15-44 år;M;143481;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;08. 45-64 år;Alle;234159;1;0;0;0;0,00;0,00;0,43;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;08. 45-64 år;K;118190;1;0;0;0;0,00;0,00;0,85;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;08. 45-64 år;M;115969;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;09. 65-74 år;Alle;92954;2;0;0;0;0,00;0,00;2,15;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;09. 65-74 år;K;49061;2;0;0;0;0,00;0,00;4,08;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;09. 65-74 år;M;43893;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;10. 75-84 år;Alle;32138;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;10. 75-84 år;K;18625;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;10. 75-84 år;M;13513;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;11. 85+ år;Alle;4177;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;11. 85+ år;K;3002;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;11. 85+ år;M;1175;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;Alle;Alle;790204;4;0;0;0;0,00;0,00;0,51;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;Alle;K;398059;4;0;0;0;0,00;0,00;1,00;0,00;
RSV;2015/2016;2015-U41;1085;Sjælland;Alle;M;392145;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;01. 0-5 måneder;Alle;6397;3;0;0;0;0,00;0,00;46,90;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;01. 0-5 måneder;K;3118;1;0;0;0;0,00;0,00;32,07;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;01. 0-5 måneder;M;3279;2;0;0;0;0,00;0,00;60,99;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;02. 6-11 måneder;Alle;6059;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;02. 6-11 måneder;K;2957;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;02. 6-11 måneder;M;3102;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;03. 1 år;Alle;12294;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;03. 1 år;K;5960;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;03. 1 år;M;6334;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;04. 2 år;Alle;12720;1;0;0;0;0,00;0,00;7,86;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;04. 2 år;K;6144;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;04. 2 år;M;6576;1;0;0;0;0,00;0,00;15,21;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;05. 3-5 år;Alle;40708;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;05. 3-5 år;K;19814;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;05. 3-5 år;M;20894;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;06. 6-14 år;Alle;134066;2;0;0;0;0,00;0,00;1,49;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;06. 6-14 år;K;65547;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;06. 6-14 år;M;68519;2;0;0;0;0,00;0,00;2,92;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;07. 15-44 år;Alle;436283;3;0;0;0;0,00;0,00;0,69;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;07. 15-44 år;K;213665;2;0;0;0;0,00;0,00;0,94;0,00;
RSV;2015/2016;2015-U41;1083;Syddanmark;07. 15-44 år;M;222618;1;0;0;0;0,00;0,00;0,45;0,00;
