"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1085;Sjælland;2024-10-10;F;5;0;1;10030;3427253;74362;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-10;F;5;0;3;10030;3427258;74365;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-10;M;10;0;4;10030;3427268;74369;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-10;M;2;0;2;10030;3427270;74371;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-10;M;7;1;7;10031;3427277;74378;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-10;M;9;0;5;10031;3427286;74383;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-10;M;4;0;4;10031;3427290;74387;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-11;F;9;0;3;10031;3427299;74390;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-11;F;1;0;1;10031;3427300;74391;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-11;F;4;0;4;10031;3427304;74395;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-11;F;4;0;3;10031;3427308;74398;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-11;F;4;0;3;10031;3427312;74401;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-11;M;17;0;4;10031;3427329;74405;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-11;M;3;0;3;10031;3427332;74408;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-11;M;1;0;1;10031;3427333;74409;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-11;M;6;0;3;10031;3427339;74412;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-11;M;11;1;8;10032;3427350;74420;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-12;F;6;0;2;10032;3427356;74422;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-12;F;6;0;6;10032;3427362;74428;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-12;F;3;0;2;10032;3427365;74430;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-12;F;5;0;3;10032;3427370;74433;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-12;F;6;1;6;10033;3427376;74439;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-12;M;13;4;9;10037;3427389;74448;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-12;M;4;0;3;10037;3427393;74451;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-12;M;1;0;1;10037;3427394;74452;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-12;M;4;0;3;10037;3427398;74455;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-13;F;13;2;8;10039;3427411;74463;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-13;F;2;0;1;10039;3427413;74464;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-13;F;1;0;0;10039;3427414;74464;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-13;F;3;0;2;10039;3427417;74466;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-13;F;5;0;3;10039;3427422;74469;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-13;M;9;0;6;10039;3427431;74475;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-13;M;1;0;1;10039;3427432;74476;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-13;M;2;0;2;10039;3427434;74478;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-13;M;1;0;1;10039;3427435;74479;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-13;M;7;0;7;10039;3427442;74486;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-14;F;23;0;7;10039;3427465;74493;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-14;F;5;0;1;10039;3427470;74494;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-14;F;4;0;4;10039;3427474;74498;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-14;F;7;0;3;10039;3427481;74501;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-14;M;20;2;9;10041;3427501;74510;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-14;M;4;0;3;10041;3427505;74513;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-14;M;1;0;1;10041;3427506;74514;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-14;M;4;0;2;10041;3427510;74516;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-14;M;7;0;5;10041;3427517;74521;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-15;F;13;1;2;10042;3427530;74523;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-15;F;1;0;1;10042;3427531;74524;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-15;F;1;0;1;10042;3427532;74525;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-15;F;4;1;4;10043;3427536;74529;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-15;F;5;0;2;10043;3427541;74531;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-15;M;17;0;6;10043;3427558;74537;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-15;M;4;0;2;10043;3427562;74539;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-15;M;3;0;3;10043;3427565;74542;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-15;M;3;0;3;10043;3427568;74545;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-15;M;5;0;4;10043;3427573;74549;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-16;F;13;1;4;10044;3427586;74553;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-16;F;4;0;4;10044;3427590;74557;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-16;F;6;0;4;10044;3427596;74561;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-16;F;4;1;2;10045;3427600;74563;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-16;M;19;1;9;10046;3427619;74572;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-16;M;2;0;2;10046;3427621;74574;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-16;M;4;1;2;10047;3427625;74576;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-16;M;10;1;6;10048;3427635;74582;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-17;F;21;0;5;10048;3427656;74587;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-17;F;4;0;1;10048;3427660;74588;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-17;F;1;0;0;10048;3427661;74588;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-17;F;5;1;4;10049;3427666;74592;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-17;M;12;2;8;10051;3427678;74600;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-17;M;3;0;2;10051;3427681;74602;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-17;M;2;0;1;10051;3427683;74603;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-17;M;6;1;6;10052;3427689;74609;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-18;F;19;1;6;10053;3427708;74615;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-18;F;5;0;3;10053;3427713;74618;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-18;F;2;1;1;10054;3427715;74619;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-18;F;2;0;1;10054;3427717;74620;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-18;F;6;0;1;10054;3427723;74621;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-18;M;11;1;3;10055;3427734;74624;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-18;M;4;0;1;10055;3427738;74625;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-18;M;2;0;2;10055;3427740;74627;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-18;M;5;1;4;10056;3427745;74631;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-18;M;10;3;7;10059;3427755;74638;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-19;F;6;0;3;10059;3427761;74641;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-19;F;2;0;2;10059;3427763;74643;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-19;F;1;0;0;10059;3427764;74643;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-19;F;1;0;0;10059;3427765;74643;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-19;F;3;0;3;10059;3427768;74646;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-19;M;8;1;6;10060;3427776;74652;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-19;M;3;0;2;10060;3427779;74654;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-19;M;5;0;4;10060;3427784;74658;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-19;M;6;1;6;10061;3427790;74664;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-20;F;8;2;5;10063;3427798;74669;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-20;F;3;0;2;10063;3427801;74671;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-20;F;4;0;3;10063;3427805;74674;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-20;M;12;1;8;10064;3427817;74682;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-20;M;6;0;4;10064;3427823;74686;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-20;M;3;0;2;10064;3427826;74688;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-20;M;4;0;4;10064;3427830;74692;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-20;M;5;1;4;10065;3427835;74696;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-21;F;29;2;7;10067;3427864;74703;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-21;F;2;0;1;10067;3427866;74704;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-21;F;4;0;3;10067;3427870;74707;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-21;F;5;1;3;10068;3427875;74710;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-21;F;9;1;6;10069;3427884;74716;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-21;M;19;0;5;10069;3427903;74721;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-21;M;7;0;5;10069;3427910;74726;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-21;M;3;0;2;10069;3427913;74728;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-21;M;2;0;2;10069;3427915;74730;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-21;M;8;0;6;10069;3427923;74736;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-22;F;25;0;7;10069;3427948;74743;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-22;F;5;0;0;10069;3427953;74743;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-22;F;1;0;0;10069;3427954;74743;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-22;F;7;0;4;10069;3427961;74747;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-22;F;7;0;2;10069;3427968;74749;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-22;M;16;0;2;10069;3427984;74751;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-22;M;4;1;4;10070;3427988;74755;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-22;M;1;0;1;10070;3427989;74756;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-22;M;7;1;5;10071;3427996;74761;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-22;M;4;0;4;10071;3428000;74765;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-23;F;22;0;9;10071;3428022;74774;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-23;F;2;0;1;10071;3428024;74775;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-23;F;1;1;1;10072;3428025;74776;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-23;F;5;1;2;10073;3428030;74778;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-23;F;7;0;2;10073;3428037;74780;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-23;M;16;1;3;10074;3428053;74783;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-23;M;2;0;1;10074;3428055;74784;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-23;M;1;0;1;10074;3428056;74785;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-23;M;6;2;4;10076;3428062;74789;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-23;M;8;2;6;10078;3428070;74795;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-24;F;19;1;6;10079;3428089;74801;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-24;F;1;0;0;10079;3428090;74801;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-24;F;1;0;1;10079;3428091;74802;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-24;F;5;0;1;10079;3428096;74803;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-24;F;3;1;2;10080;3428099;74805;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-24;M;12;1;6;10081;3428111;74811;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-24;M;1;0;1;10081;3428112;74812;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-24;M;3;0;2;10081;3428115;74814;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-24;M;3;1;3;10082;3428118;74817;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-24;M;5;0;2;10082;3428123;74819;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-25;F;18;0;8;10082;3428141;74827;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-25;F;1;0;0;10082;3428142;74827;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-25;F;1;0;1;10082;3428143;74828;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-25;F;7;1;4;10083;3428150;74832;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-25;F;8;0;3;10083;3428158;74835;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-25;M;12;1;8;10084;3428170;74843;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-25;M;3;0;2;10084;3428173;74845;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-25;M;5;1;4;10085;3428178;74849;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-25;M;8;1;7;10086;3428186;74856;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-25;M;7;0;3;10086;3428193;74859;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-26;F;6;0;1;10086;3428199;74860;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-26;F;1;0;1;10086;3428200;74861;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-26;F;4;1;3;10087;3428204;74864;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-26;F;2;0;2;10087;3428206;74866;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-26;M;7;0;5;10087;3428213;74871;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-26;M;5;0;4;10087;3428218;74875;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-26;M;3;0;1;10087;3428221;74876;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-26;M;2;0;1;10087;3428223;74877;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-26;M;4;0;3;10087;3428227;74880;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-27;F;4;0;3;10087;3428231;74883;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-27;F;1;0;1;10087;3428232;74884;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-27;F;4;0;4;10087;3428236;74888;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-27;F;4;0;2;10087;3428240;74890;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-27;M;3;1;3;10088;3428243;74893;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-27;M;1;0;1;10088;3428244;74894;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-27;M;8;2;6;10090;3428252;74900;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-27;M;3;0;1;10090;3428255;74901;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-28;F;24;1;8;10091;3428279;74909;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-28;F;2;0;0;10091;3428281;74909;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-28;F;3;0;1;10091;3428284;74910;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-28;F;6;1;3;10092;3428290;74913;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-28;F;9;0;4;10092;3428299;74917;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-28;M;13;0;1;10092;3428312;74918;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-28;M;2;0;2;10092;3428314;74920;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-28;M;3;0;2;10092;3428317;74922;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-28;M;6;0;3;10092;3428323;74925;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-28;M;5;1;3;10093;3428328;74928;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-29;F;21;0;3;10093;3428349;74931;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-29;F;2;0;1;10093;3428351;74932;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-29;F;2;1;1;10094;3428353;74933;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-29;F;5;1;2;10095;3428358;74935;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-29;F;5;0;1;10095;3428363;74936;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-29;M;21;0;12;10095;3428384;74948;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-29;M;4;0;3;10095;3428388;74951;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-29;M;2;0;1;10095;3428390;74952;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-29;M;7;1;3;10096;3428397;74955;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-29;M;8;1;6;10097;3428405;74961;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-30;F;11;0;2;10097;3428416;74963;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-30;F;2;0;0;10097;3428418;74963;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-30;F;3;0;3;10097;3428421;74966;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-30;F;3;0;2;10097;3428424;74968;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-30;F;9;1;5;10098;3428433;74973;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-30;M;11;1;3;10099;3428444;74976;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-30;M;1;0;1;10099;3428445;74977;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-30;M;3;0;2;10099;3428448;74979;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-30;M;10;0;5;10099;3428458;74984;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-30;M;4;1;3;10100;3428462;74987;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-31;F;13;0;3;10100;3428475;74990;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-31;F;5;0;1;10100;3428480;74991;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-31;F;5;3;2;10103;3428485;74993;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-31;F;4;0;3;10103;3428489;74996;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-10-31;M;9;0;4;10103;3428498;75000;2025-02-18T10:06:52.739
1082;Midtjylland;2024-10-31;M;5;0;4;10103;3428503;75004;2025-02-18T10:06:52.739
1081;Nordjylland;2024-10-31;M;1;0;1;10103;3428504;75005;2025-02-18T10:06:52.739
1085;Sjælland;2024-10-31;M;3;0;3;10103;3428507;75008;2025-02-18T10:06:52.739
1083;Syddanmark;2024-10-31;M;3;1;3;10104;3428510;75011;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-01;F;17;2;4;10106;3428527;75015;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-01;F;1;0;1;10106;3428528;75016;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-01;F;4;0;1;10106;3428532;75017;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-01;M;9;0;4;10106;3428541;75021;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-01;M;6;0;5;10106;3428547;75026;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-01;M;3;0;3;10106;3428550;75029;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-02;F;9;0;9;10106;3428559;75038;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-02;F;3;0;1;10106;3428562;75039;2025-02-18T10:06:52.739
1081;Nordjylland;2024-11-02;F;1;0;0;10106;3428563;75039;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-02;F;1;0;1;10106;3428564;75040;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-02;M;6;0;4;10106;3428570;75044;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-02;M;1;0;1;10106;3428571;75045;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-02;M;3;1;3;10107;3428574;75048;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-02;M;3;0;3;10107;3428577;75051;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-03;F;7;1;4;10108;3428584;75055;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-03;F;1;0;0;10108;3428585;75055;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-03;F;3;0;3;10108;3428588;75058;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-03;F;2;0;1;10108;3428590;75059;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-03;M;4;2;3;10110;3428594;75062;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-03;M;1;0;1;10110;3428595;75063;2025-02-18T10:06:52.739
1081;Nordjylland;2024-11-03;M;6;1;5;10111;3428601;75068;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-03;M;2;0;1;10111;3428603;75069;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-03;M;4;0;4;10111;3428607;75073;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-04;F;18;0;6;10111;3428625;75079;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-04;F;1;0;0;10111;3428626;75079;2025-02-18T10:06:52.739
1081;Nordjylland;2024-11-04;F;1;1;1;10112;3428627;75080;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-04;F;3;0;2;10112;3428630;75082;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-04;F;6;0;2;10112;3428636;75084;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-04;M;11;0;2;10112;3428647;75086;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-04;M;2;0;1;10112;3428649;75087;2025-02-18T10:06:52.739
1081;Nordjylland;2024-11-04;M;1;0;1;10112;3428650;75088;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-04;M;4;0;2;10112;3428654;75090;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-04;M;2;0;1;10112;3428656;75091;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-05;F;11;0;3;10112;3428667;75094;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-05;F;1;0;0;10112;3428668;75094;2025-02-18T10:06:52.739
1081;Nordjylland;2024-11-05;F;1;0;1;10112;3428669;75095;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-05;F;4;0;2;10112;3428673;75097;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-05;F;3;0;1;10112;3428676;75098;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-05;M;10;0;1;10112;3428686;75099;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-05;M;3;0;1;10112;3428689;75100;2025-02-18T10:06:52.739
1081;Nordjylland;2024-11-05;M;2;0;1;10112;3428691;75101;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-05;M;4;0;4;10112;3428695;75105;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-05;M;4;0;1;10112;3428699;75106;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-06;F;9;0;1;10112;3428708;75107;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-06;F;1;0;0;10112;3428709;75107;2025-02-18T10:06:52.739
1081;Nordjylland;2024-11-06;F;2;0;1;10112;3428711;75108;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-06;F;7;0;2;10112;3428718;75110;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-06;F;2;0;0;10112;3428720;75110;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-06;M;14;0;6;10112;3428734;75116;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-06;M;2;0;0;10112;3428736;75116;2025-02-18T10:06:52.739
1081;Nordjylland;2024-11-06;M;1;0;1;10112;3428737;75117;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-06;M;3;1;2;10113;3428740;75119;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-06;M;5;0;5;10113;3428745;75124;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-07;F;16;0;3;10113;3428761;75127;2025-02-18T10:06:52.739
1081;Nordjylland;2024-11-07;F;4;0;2;10113;3428765;75129;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-07;F;7;0;4;10113;3428772;75133;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-07;F;6;0;4;10113;3428778;75137;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-07;M;8;0;1;10113;3428786;75138;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-07;M;1;0;0;10113;3428787;75138;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-07;M;5;0;4;10113;3428792;75142;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-07;M;5;0;3;10113;3428797;75145;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-08;F;11;2;4;10115;3428808;75149;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-08;F;1;0;0;10115;3428809;75149;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-08;F;3;0;3;10115;3428812;75152;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-08;F;4;0;2;10115;3428816;75154;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-08;M;8;1;3;10116;3428824;75157;2025-02-18T10:06:52.739
1082;Midtjylland;2024-11-08;M;2;0;1;10116;3428826;75158;2025-02-18T10:06:52.739
1081;Nordjylland;2024-11-08;M;1;0;1;10116;3428827;75159;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-08;M;5;1;2;10117;3428832;75161;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-08;M;5;0;2;10117;3428837;75163;2025-02-18T10:06:52.739
1084;Hovedstaden;2024-11-09;F;5;2;2;10119;3428842;75165;2025-02-18T10:06:52.739
1085;Sjælland;2024-11-09;F;1;0;0;10119;3428843;75165;2025-02-18T10:06:52.739
1083;Syddanmark;2024-11-09;F;2;0;2;10119;3428845;75167;2025-02-18T10:06:52.739
